Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 5520: (37, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5521: (33, 45), status: INFECTED, was infected 1 time(s).
Person 5522: (41, 9), status: INFECTED, was infected 1 time(s).
Person 5523: (0, 49), status: INFECTED, was infected 1 time(s).
Person 5524: (36, 33), status: INFECTED, was infected 0 time(s).
Person 5525: (3, 45), status: INFECTED, was infected 0 time(s).
Person 5526: (23, 19), status: INFECTED, was infected 0 time(s).
Person 5527: (26, 21), status: INFECTED, was infected 0 time(s).
Person 5528: (44, 21), status: INFECTED, was infected 1 time(s).
Person 5529: (1, 27), status: INFECTED, was infected 1 time(s).
Person 5530: (24, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5531: (4, 0), status: INFECTED, was infected 1 time(s).
Person 5532: (32, 26), status: INFECTED, was infected 1 time(s).
Person 5533: (38, 18), status: INFECTED, was infected 1 time(s).
Person 5534: (37, 49), status: INFECTED, was infected 1 time(s).
Person 5535: (0, 29), status: INFECTED, was infected 0 time(s).
Person 5536: (47, 41), status: INFECTED, was infected 1 time(s).
Person 5537: (26, 16), status: INFECTED, was infected 1 time(s).
Person 5538: (19, 0), status: INFECTED, was infected 1 time(s).
Person 5539: (23, 20), status: INFECTED, was infected 1 time(s).
Person 5540: (21, 22), status: INFECTED, was infected 0 time(s).
Person 5541: (40, 34), status: INFECTED, was infected 1 time(s).
Person 5542: (33, 39), status: INFECTED, was infected 1 time(s).
Person 5543: (14, 33), status: INFECTED, was infected 0 time(s).
Person 5544: (49, 5), status: INFECTED, was infected 1 time(s).
Person 5545: (35, 38), status: INFECTED, was infected 1 time(s).
Person 5546: (1, 25), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5547: (23, 42), status: INFECTED, was infected 1 time(s).
Person 5548: (0, 32), status: INFECTED, was infected 0 time(s).
Person 5549: (16, 37), status: INFECTED, was infected 1 time(s).
Person 5550: (22, 22), status: INFECTED, was infected 1 time(s).
Person 5551: (32, 30), status: INFECTED, was infected 1 time(s).
Person 5552: (40, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5553: (18, 36), status: INFECTED, was infected 1 time(s).
Person 5554: (6, 43), status: INFECTED, was infected 1 time(s).
Person 5555: (32, 31), status: INFECTED, was infected 0 time(s).
Person 5556: (19, 32), status: INFECTED, was infected 0 time(s).
Person 5557: (7, 32), status: INFECTED, was infected 0 time(s).
Person 5558: (49, 37), status: INFECTED, was infected 0 time(s).
Person 5559: (23, 32), status: INFECTED, was infected 1 time(s).
Person 5560: (13, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5561: (11, 1), status: INFECTED, was infected 1 time(s).
Person 5562: (1, 44), status: INFECTED, was infected 0 time(s).
Person 5563: (27, 13), status: INFECTED, was infected 0 time(s).
Person 5564: (1, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5565: (0, 18), status: INFECTED, was infected 0 time(s).
Person 5566: (0, 31), status: INFECTED, was infected 1 time(s).
Person 5567: (0, 6), status: INFECTED, was infected 1 time(s).
Person 5568: (1, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5569: (47, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5570: (35, 44), status: INFECTED, was infected 1 time(s).
Person 5571: (36, 6), status: INFECTED, was infected 1 time(s).
Person 5572: (43, 7), status: INFECTED, was infected 0 time(s).
Person 5573: (28, 22), status: INFECTED, was infected 0 time(s).
Person 5574: (4, 0), status: INFECTED, was infected 1 time(s).
Person 5575: (27, 2), status: INFECTED, was infected 1 time(s).
Person 5576: (35, 36), status: INFECTED, was infected 0 time(s).
Person 5577: (46, 4), status: INFECTED, was infected 0 time(s).
Person 5578: (36, 12), status: INFECTED, was infected 1 time(s).
Person 5579: (17, 8), status: INFECTED, was infected 1 time(s).
Person 5580: (32, 11), status: INFECTED, was infected 0 time(s).
Person 5581: (38, 0), status: INFECTED, was infected 1 time(s).
Person 5582: (23, 19), status: INFECTED, was infected 1 time(s).
Person 5583: (36, 23), status: INFECTED, was infected 1 time(s).
Person 5584: (20, 41), status: INFECTED, was infected 0 time(s).
Person 5585: (45, 49), status: INFECTED, was infected 0 time(s).
Person 5586: (0, 5), status: INFECTED, was infected 0 time(s).
Person 5587: (0, 45), status: INFECTED, was infected 1 time(s).
Person 5588: (12, 28), status: INFECTED, was infected 0 time(s).
Person 5589: (21, 0), status: INFECTED, was infected 1 time(s).
Person 5590: (34, 1), status: INFECTED, was infected 1 time(s).
Person 5591: (25, 41), status: INFECTED, was infected 0 time(s).
Person 5592: (15, 0), status: INFECTED, was infected 1 time(s).
Person 5593: (7, 39), status: INFECTED, was infected 0 time(s).
Person 5594: (41, 29), status: INFECTED, was infected 1 time(s).
Person 5595: (20, 31), status: INFECTED, was infected 1 time(s).
Person 5596: (49, 35), status: INFECTED, was infected 1 time(s).
Person 5597: (40, 49), status: INFECTED, was infected 1 time(s).
Person 5598: (22, 20), status: INFECTED, was infected 1 time(s).
Person 5599: (43, 21), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5600: (34, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5601: (8, 18), status: INFECTED, was infected 0 time(s).
Person 5602: (0, 8), status: INFECTED, was infected 1 time(s).
Person 5603: (39, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5604: (19, 5), status: INFECTED, was infected 1 time(s).
Person 5605: (49, 28), status: INFECTED, was infected 1 time(s).
Person 5606: (21, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5607: (47, 21), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5608: (47, 0), status: INFECTED, was infected 1 time(s).
Person 5609: (46, 37), status: INFECTED, was infected 0 time(s).
Person 5610: (45, 27), status: INFECTED, was infected 1 time(s).
Person 5611: (0, 0), status: INFECTED, was infected 0 time(s).
Person 5612: (0, 36), status: INFECTED, was infected 1 time(s).
Person 5613: (15, 0), status: INFECTED, was infected 1 time(s).
Person 5614: (41, 39), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5615: (35, 39), status: INFECTED, was infected 1 time(s).
Person 5616: (49, 22), status: INFECTED, was infected 0 time(s).
Person 5617: (16, 45), status: INFECTED, was infected 0 time(s).
Person 5618: (39, 0), status: INFECTED, was infected 1 time(s).
Person 5619: (0, 27), status: INFECTED, was infected 1 time(s).
Person 5620: (24, 46), status: INFECTED, was infected 0 time(s).
Person 5621: (22, 12), status: INFECTED, was infected 0 time(s).
Person 5622: (28, 36), status: INFECTED, was infected 0 time(s).
Person 5623: (9, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5624: (25, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5625: (39, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5626: (2, 35), status: INFECTED, was infected 1 time(s).
Person 5627: (47, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5628: (0, 27), status: INFECTED, was infected 1 time(s).
Person 5629: (0, 27), status: INFECTED, was infected 0 time(s).
Person 5630: (0, 15), status: INFECTED, was infected 1 time(s).
Person 5631: (10, 18), status: INFECTED, was infected 0 time(s).
Person 5632: (0, 10), status: INFECTED, was infected 1 time(s).
Person 5633: (18, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5634: (30, 29), status: INFECTED, was infected 1 time(s).
Person 5635: (32, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5636: (10, 45), status: INFECTED, was infected 1 time(s).
Person 5637: (49, 1), status: INFECTED, was infected 1 time(s).
Person 5638: (7, 17), status: INFECTED, was infected 0 time(s).
Person 5639: (33, 8), status: INFECTED, was infected 0 time(s).
Person 5640: (50, 2), status: INFECTED, was infected 1 time(s).
Person 5641: (0, 16), status: INFECTED, was infected 0 time(s).
Person 5642: (0, 30), status: INFECTED, was infected 1 time(s).
Person 5643: (8, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5644: (9, 43), status: INFECTED, was infected 1 time(s).
Person 5645: (44, 0), status: INFECTED, was infected 1 time(s).
Person 5646: (24, 31), status: INFECTED, was infected 1 time(s).
Person 5647: (13, 12), status: INFECTED, was infected 0 time(s).
Person 5648: (23, 6), status: INFECTED, was infected 1 time(s).
Person 5649: (49, 25), status: INFECTED, was infected 0 time(s).
Person 5650: (6, 49), status: INFECTED, was infected 0 time(s).
Person 5651: (20, 0), status: INFECTED, was infected 0 time(s).
Person 5652: (22, 22), status: INFECTED, was infected 0 time(s).
Person 5653: (21, 40), status: INFECTED, was infected 0 time(s).
Person 5654: (27, 0), status: INFECTED, was infected 0 time(s).
Person 5655: (6, 49), status: INFECTED, was infected 1 time(s).
Person 5656: (48, 49), status: INFECTED, was infected 1 time(s).
Person 5657: (19, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5658: (25, 40), status: INFECTED, was infected 0 time(s).
Person 5659: (24, 46), status: INFECTED, was infected 0 time(s).
Person 5660: (16, 24), status: INFECTED, was infected 1 time(s).
Person 5661: (13, 17), status: INFECTED, was infected 1 time(s).
Person 5662: (23, 0), status: INFECTED, was infected 1 time(s).
Person 5663: (0, 9), status: INFECTED, was infected 1 time(s).
Person 5664: (11, 17), status: INFECTED, was infected 1 time(s).
Person 5665: (19, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5666: (42, 12), status: INFECTED, was infected 0 time(s).
Person 5667: (29, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5668: (13, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5669: (15, 7), status: INFECTED, was infected 1 time(s).
Person 5670: (37, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5671: (9, 7), status: INFECTED, was infected 1 time(s).
Person 5672: (41, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5673: (42, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5674: (23, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5675: (3, 37), status: INFECTED, was infected 0 time(s).
Person 5676: (17, 37), status: INFECTED, was infected 1 time(s).
Person 5677: (20, 37), status: INFECTED, was infected 1 time(s).
Person 5678: (28, 17), status: INFECTED, was infected 0 time(s).
Person 5679: (23, 8), status: INFECTED, was infected 1 time(s).
Person 5680: (22, 25), status: INFECTED, was infected 1 time(s).
Person 5681: (5, 41), status: INFECTED, was infected 1 time(s).
Person 5682: (23, 41), status: INFECTED, was infected 1 time(s).
Person 5683: (40, 25), status: INFECTED, was infected 1 time(s).
Person 5684: (33, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5685: (21, 21), status: INFECTED, was infected 1 time(s).
Person 5686: (49, 42), status: INFECTED, was infected 0 time(s).
Person 5687: (20, 14), status: INFECTED, was infected 1 time(s).
Person 5688: (39, 0), status: INFECTED, was infected 1 time(s).
Person 5689: (8, 46), status: INFECTED, was infected 0 time(s).
Person 5690: (15, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5691: (6, 31), status: INFECTED, was infected 1 time(s).
Person 5692: (2, 13), status: INFECTED, was infected 0 time(s).
Person 5693: (24, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5694: (23, 40), status: INFECTED, was infected 0 time(s).
Person 5695: (7, 40), status: INFECTED, was infected 0 time(s).
Person 5696: (49, 34), status: INFECTED, was infected 0 time(s).
Person 5697: (46, 16), status: INFECTED, was infected 1 time(s).
Person 5698: (11, 0), status: INFECTED, was infected 1 time(s).
Person 5699: (0, 13), status: INFECTED, was infected 0 time(s).
Person 5700: (27, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5701: (24, 13), status: INFECTED, was infected 1 time(s).
Person 5702: (44, 25), status: INFECTED, was infected 1 time(s).
Person 5703: (22, 49), status: INFECTED, was infected 1 time(s).
Person 5704: (50, 0), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5705: (12, 18), status: INFECTED, was infected 1 time(s).
Person 5706: (25, 49), status: INFECTED, was infected 1 time(s).
Person 5707: (8, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5708: (46, 34), status: INFECTED, was infected 0 time(s).
Person 5709: (24, 28), status: INFECTED, was infected 1 time(s).
Person 5710: (9, 8), status: INFECTED, was infected 1 time(s).
Person 5711: (0, 34), status: INFECTED, was infected 0 time(s).
Person 5712: (25, 43), status: INFECTED, was infected 0 time(s).
Person 5713: (13, 37), status: INFECTED, was infected 1 time(s).
Person 5714: (28, 14), status: INFECTED, was infected 1 time(s).
Person 5715: (44, 29), status: INFECTED, was infected 1 time(s).
Person 5716: (9, 30), status: INFECTED, was infected 1 time(s).
Person 5717: (1, 40), status: INFECTED, was infected 1 time(s).
Person 5718: (11, 36), status: INFECTED, was infected 1 time(s).
Person 5719: (30, 35), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5720: (6, 2), status: INFECTED, was infected 0 time(s).
Person 5721: (14, 40), status: INFECTED, was infected 1 time(s).
Person 5722: (48, 24), status: INFECTED, was infected 0 time(s).
Person 5723: (23, 4), status: INFECTED, was infected 1 time(s).
Person 5724: (21, 18), status: INFECTED, was infected 1 time(s).
Person 5725: (27, 23), status: INFECTED, was infected 0 time(s).
Person 5726: (14, 0), status: INFECTED, was infected 0 time(s).
Person 5727: (15, 49), status: INFECTED, was infected 1 time(s).
Person 5728: (17, 20), status: INFECTED, was infected 0 time(s).
Person 5729: (6, 26), status: INFECTED, was infected 1 time(s).
Person 5730: (32, 49), status: INFECTED, was infected 1 time(s).
Person 5731: (30, 19), status: INFECTED, was infected 1 time(s).
Person 5732: (30, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5733: (0, 17), status: INFECTED, was infected 1 time(s).
Person 5734: (50, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5735: (43, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5736: (23, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5737: (12, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5738: (29, 43), status: INFECTED, was infected 0 time(s).
Person 5739: (13, 14), status: INFECTED, was infected 1 time(s).
Person 5740: (48, 18), status: INFECTED, was infected 1 time(s).
Person 5741: (41, 8), status: INFECTED, was infected 1 time(s).
Person 5742: (11, 32), status: INFECTED, was infected 0 time(s).
Person 5743: (49, 40), status: INFECTED, was infected 1 time(s).
Person 5744: (23, 21), status: INFECTED, was infected 1 time(s).
Person 5745: (48, 44), status: INFECTED, was infected 1 time(s).
Person 5746: (14, 46), status: INFECTED, was infected 0 time(s).
Person 5747: (14, 0), status: INFECTED, was infected 0 time(s).
Person 5748: (31, 0), status: INFECTED, was infected 1 time(s).
Person 5749: (29, 20), status: INFECTED, was infected 1 time(s).
Person 5750: (4, 8), status: INFECTED, was infected 0 time(s).
Person 5751: (13, 18), status: INFECTED, was infected 0 time(s).
Person 5752: (0, 41), status: INFECTED, was infected 1 time(s).
Person 5753: (31, 14), status: INFECTED, was infected 0 time(s).
Person 5754: (30, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5755: (17, 44), status: INFECTED, was infected 1 time(s).
Person 5756: (28, 41), status: INFECTED, was infected 1 time(s).
Person 5757: (7, 28), status: INFECTED, was infected 0 time(s).
Person 5758: (25, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5759: (5, 25), status: INFECTED, was infected 0 time(s).
Person 5760: (39, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5761: (38, 35), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5762: (15, 17), status: INFECTED, was infected 0 time(s).
Person 5763: (39, 13), status: INFECTED, was infected 1 time(s).
Person 5764: (18, 31), status: INFECTED, was infected 1 time(s).
Person 5765: (16, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5766: (0, 17), status: INFECTED, was infected 1 time(s).
Person 5767: (10, 21), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5768: (40, 19), status: INFECTED, was infected 0 time(s).
Person 5769: (5, 30), status: INFECTED, was infected 0 time(s).
Person 5770: (38, 20), status: INFECTED, was infected 1 time(s).
Person 5771: (45, 0), status: INFECTED, was infected 1 time(s).
Person 5772: (29, 0), status: INFECTED, was infected 1 time(s).
Person 5773: (6, 15), status: INFECTED, was infected 1 time(s).
Person 5774: (17, 19), status: INFECTED, was infected 1 time(s).
Person 5775: (16, 3), status: INFECTED, was infected 1 time(s).
Person 5776: (20, 35), status: INFECTED, was infected 0 time(s).
Person 5777: (44, 25), status: INFECTED, was infected 1 time(s).
Person 5778: (8, 42), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5779: (45, 7), status: INFECTED, was infected 1 time(s).
Person 5780: (16, 11), status: INFECTED, was infected 0 time(s).
Person 5781: (32, 43), status: INFECTED, was infected 1 time(s).
Person 5782: (33, 17), status: INFECTED, was infected 0 time(s).
Person 5783: (6, 39), status: INFECTED, was infected 1 time(s).
Person 5784: (47, 49), status: INFECTED, was infected 1 time(s).
Person 5785: (35, 35), status: INFECTED, was infected 0 time(s).
Person 5786: (19, 38), status: INFECTED, was infected 0 time(s).
Person 5787: (45, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5788: (18, 0), status: INFECTED, was infected 1 time(s).
Person 5789: (8, 49), status: INFECTED, was infected 0 time(s).
Person 5790: (28, 8), status: INFECTED, was infected 1 time(s).
Person 5791: (41, 26), status: INFECTED, was infected 0 time(s).
Person 5792: (0, 48), status: INFECTED, was infected 0 time(s).
Person 5793: (43, 49), status: INFECTED, was infected 0 time(s).
Person 5794: (30, 15), status: INFECTED, was infected 1 time(s).
Person 5795: (25, 41), status: INFECTED, was infected 1 time(s).
Person 5796: (48, 40), status: INFECTED, was infected 1 time(s).
Person 5797: (23, 15), status: INFECTED, was infected 0 time(s).
Person 5798: (30, 6), status: INFECTED, was infected 0 time(s).
Person 5799: (11, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5800: (13, 6), status: INFECTED, was infected 1 time(s).
Person 5801: (7, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5802: (21, 18), status: INFECTED, was infected 1 time(s).
Person 5803: (37, 24), status: INFECTED, was infected 1 time(s).
Person 5804: (34, 19), status: INFECTED, was infected 0 time(s).
Person 5805: (39, 49), status: INFECTED, was infected 1 time(s).
Person 5806: (44, 31), status: INFECTED, was infected 0 time(s).
Person 5807: (25, 14), status: INFECTED, was infected 0 time(s).
Person 5808: (29, 20), status: INFECTED, was infected 1 time(s).
Person 5809: (20, 18), status: INFECTED, was infected 0 time(s).
Person 5810: (36, 20), status: INFECTED, was infected 0 time(s).
Person 5811: (46, 35), status: INFECTED, was infected 0 time(s).
Person 5812: (10, 4), status: INFECTED, was infected 1 time(s).
Person 5813: (49, 45), status: INFECTED, was infected 1 time(s).
Person 5814: (3, 22), status: INFECTED, was infected 1 time(s).
Person 5815: (28, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5816: (47, 14), status: INFECTED, was infected 1 time(s).
Person 5817: (0, 39), status: INFECTED, was infected 1 time(s).
Person 5818: (44, 31), status: INFECTED, was infected 0 time(s).
Person 5819: (0, 33), status: INFECTED, was infected 0 time(s).
Person 5820: (49, 47), status: INFECTED, was infected 1 time(s).
Person 5821: (39, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5822: (5, 14), status: INFECTED, was infected 1 time(s).
Person 5823: (11, 7), status: INFECTED, was infected 1 time(s).
Person 5824: (27, 17), status: INFECTED, was infected 1 time(s).
Person 5825: (12, 33), status: INFECTED, was infected 1 time(s).
Person 5826: (42, 31), status: INFECTED, was infected 1 time(s).
Person 5827: (20, 34), status: INFECTED, was infected 1 time(s).
Person 5828: (46, 2), status: INFECTED, was infected 0 time(s).
Person 5829: (24, 22), status: INFECTED, was infected 0 time(s).
Person 5830: (27, 17), status: INFECTED, was infected 0 time(s).
Person 5831: (36, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5832: (0, 36), status: INFECTED, was infected 1 time(s).
Person 5833: (2, 0), status: INFECTED, was infected 1 time(s).
Person 5834: (29, 19), status: INFECTED, was infected 0 time(s).
Person 5835: (0, 11), status: INFECTED, was infected 1 time(s).
Person 5836: (16, 3), status: INFECTED, was infected 1 time(s).
Person 5837: (28, 22), status: INFECTED, was infected 0 time(s).
Person 5838: (38, 5), status: INFECTED, was infected 0 time(s).
Person 5839: (49, 48), status: INFECTED, was infected 1 time(s).
Person 5840: (40, 17), status: INFECTED, was infected 0 time(s).
Person 5841: (17, 39), status: INFECTED, was infected 1 time(s).
Person 5842: (29, 19), status: INFECTED, was infected 1 time(s).
Person 5843: (50, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5844: (20, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5845: (6, 47), status: INFECTED, was infected 0 time(s).
Person 5846: (0, 35), status: INFECTED, was infected 0 time(s).
Person 5847: (17, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5848: (18, 6), status: INFECTED, was infected 0 time(s).
Person 5849: (4, 0), status: INFECTED, was infected 1 time(s).
Person 5850: (49, 10), status: INFECTED, was infected 1 time(s).
Person 5851: (0, 0), status: INFECTED, was infected 1 time(s).
Person 5852: (20, 28), status: INFECTED, was infected 1 time(s).
Person 5853: (31, 30), status: INFECTED, was infected 1 time(s).
Person 5854: (30, 12), status: INFECTED, was infected 1 time(s).
Person 5855: (24, 32), status: INFECTED, was infected 1 time(s).
Person 5856: (49, 23), status: INFECTED, was infected 1 time(s).
Person 5857: (28, 22), status: INFECTED, was infected 1 time(s).
Person 5858: (38, 34), status: INFECTED, was infected 0 time(s).
Person 5859: (32, 15), status: INFECTED, was infected 0 time(s).
Person 5860: (48, 43), status: INFECTED, was infected 1 time(s).
Person 5861: (41, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5862: (41, 0), status: INFECTED, was infected 0 time(s).
Person 5863: (46, 1), status: INFECTED, was infected 0 time(s).
Person 5864: (29, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5865: (9, 11), status: INFECTED, was infected 1 time(s).
Person 5866: (25, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5867: (2, 33), status: INFECTED, was infected 1 time(s).
Person 5868: (12, 27), status: INFECTED, was infected 0 time(s).
Person 5869: (21, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5870: (16, 18), status: INFECTED, was infected 1 time(s).
Person 5871: (0, 31), status: INFECTED, was infected 1 time(s).
Person 5872: (12, 49), status: INFECTED, was infected 0 time(s).
Person 5873: (7, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5874: (26, 29), status: INFECTED, was infected 1 time(s).
Person 5875: (43, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5876: (27, 44), status: INFECTED, was infected 0 time(s).
Person 5877: (0, 19), status: INFECTED, was infected 1 time(s).
Person 5878: (13, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5879: (10, 49), status: INFECTED, was infected 1 time(s).
Person 5880: (42, 4), status: INFECTED, was infected 0 time(s).
Person 5881: (26, 18), status: INFECTED, was infected 1 time(s).
Person 5882: (9, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5883: (4, 13), status: INFECTED, was infected 0 time(s).
Person 5884: (6, 49), status: INFECTED, was infected 1 time(s).
Person 5885: (23, 0), status: INFECTED, was infected 1 time(s).
Person 5886: (49, 26), status: INFECTED, was infected 1 time(s).
Person 5887: (16, 29), status: INFECTED, was infected 1 time(s).
Person 5888: (3, 26), status: INFECTED, was infected 0 time(s).
Person 5889: (6, 35), status: INFECTED, was infected 0 time(s).
Person 5890: (28, 49), status: INFECTED, was infected 1 time(s).
Person 5891: (27, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5892: (37, 3), status: INFECTED, was infected 1 time(s).
Person 5893: (8, 0), status: INFECTED, was infected 0 time(s).
Person 5894: (34, 49), status: INFECTED, was infected 1 time(s).
Person 5895: (7, 10), status: INFECTED, was infected 1 time(s).
Person 5896: (4, 0), status: INFECTED, was infected 0 time(s).
Person 5897: (22, 16), status: INFECTED, was infected 1 time(s).
Person 5898: (47, 2), status: INFECTED, was infected 1 time(s).
Person 5899: (32, 32), status: INFECTED, was infected 1 time(s).
Person 5900: (1, 7), status: INFECTED, was infected 0 time(s).
Person 5901: (15, 34), status: INFECTED, was infected 0 time(s).
Person 5902: (16, 49), status: INFECTED, was infected 1 time(s).
Person 5903: (11, 5), status: INFECTED, was infected 1 time(s).
Person 5904: (37, 49), status: INFECTED, was infected 1 time(s).
Person 5905: (35, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5906: (42, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5907: (49, 1), status: INFECTED, was infected 1 time(s).
Person 5908: (0, 29), status: INFECTED, was infected 1 time(s).
Person 5909: (6, 0), status: INFECTED, was infected 1 time(s).
Person 5910: (30, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5911: (21, 13), status: INFECTED, was infected 0 time(s).
Person 5912: (25, 3), status: INFECTED, was infected 1 time(s).
Person 5913: (8, 31), status: INFECTED, was infected 1 time(s).
Person 5914: (1, 43), status: INFECTED, was infected 0 time(s).
Person 5915: (44, 44), status: INFECTED, was infected 0 time(s).
Person 5916: (38, 14), status: INFECTED, was infected 1 time(s).
Person 5917: (0, 28), status: INFECTED, was infected 1 time(s).
Person 5918: (21, 5), status: INFECTED, was infected 1 time(s).
Person 5919: (18, 37), status: INFECTED, was infected 1 time(s).
Person 5920: (11, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5921: (16, 49), status: INFECTED, was infected 1 time(s).
Person 5922: (49, 48), status: INFECTED, was infected 1 time(s).
Person 5923: (39, 22), status: INFECTED, was infected 1 time(s).
Person 5924: (21, 39), status: INFECTED, was infected 1 time(s).
Person 5925: (33, 45), status: INFECTED, was infected 1 time(s).
Person 5926: (0, 31), status: INFECTED, was infected 1 time(s).
Person 5927: (28, 15), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5928: (49, 7), status: INFECTED, was infected 0 time(s).
Person 5929: (48, 15), status: INFECTED, was infected 0 time(s).
Person 5930: (6, 4), status: INFECTED, was infected 0 time(s).
Person 5931: (5, 15), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5932: (9, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5933: (6, 49), status: INFECTED, was infected 1 time(s).
Person 5934: (25, 49), status: INFECTED, was infected 1 time(s).
Person 5935: (18, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5936: (3, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5937: (3, 8), status: INFECTED, was infected 1 time(s).
Person 5938: (37, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5939: (14, 42), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5940: (3, 17), status: INFECTED, was infected 1 time(s).
Person 5941: (3, 12), status: INFECTED, was infected 0 time(s).
Person 5942: (48, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5943: (16, 32), status: INFECTED, was infected 1 time(s).
Person 5944: (31, 46), status: INFECTED, was infected 1 time(s).
Person 5945: (5, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5946: (2, 43), status: INFECTED, was infected 1 time(s).
Person 5947: (40, 17), status: INFECTED, was infected 1 time(s).
Person 5948: (31, 32), status: INFECTED, was infected 0 time(s).
Person 5949: (29, 24), status: INFECTED, was infected 0 time(s).
Person 5950: (6, 37), status: INFECTED, was infected 1 time(s).
Person 5951: (18, 48), status: INFECTED, was infected 1 time(s).
Person 5952: (34, 19), status: INFECTED, was infected 1 time(s).
Person 5953: (3, 25), status: INFECTED, was infected 1 time(s).
Person 5954: (49, 14), status: INFECTED, was infected 1 time(s).
